,event_name,event_pic,desc_line,event_desc,event_place,event_dt,event_price,event_tag
0,Тренинг «Порядок в Жизни»,https://abws.bycard.by/uploads/events/thumbs/300x430/4JlzRrw9G.jpg,"11 мая - 29 мая, 60 мин., Психология, Тренинговый дом Garetski, 1.00р., 18+, ","Тренинг «Порядок в Жизни».
Персональный тренинг, в котором я с удовольствием помогу вам навести системный порядок в своей жизни. Разобраться со всеми процессами которые есть в жизни сейчас, осознать почему Так как есть сейчас и выработать стратегический план продвижения от Сейчас к вашей спокойной и качественной жизни.
Помогу вам избавиться от различных тревожностей, неврозов, панических атак, всд, окр, фобий, апатичных состояний, избегающего поведения, отсутствия мотивации, переучиться от созависимых стратегий поведения и выйти из зависимых взаимоотношений. Помогу стать зрелой, осознанной, мудрой, взрослой личностью!
Разобраться здраво со сферой финансов, самомотивацией и личным администрированием.
Помогу познакомиться с собой настоящим, принять себя и полюбить, обучу навыкам и принципам построения гармоничных отношений, основанных на взаимной любви.
 
Данное мероприятие проводится персонально для вас после регистрации тут = https://garetski.com/sessiya/#b2627
После Вашей регистрации я свяжусь с Вами по указанным контактам и оговорю конкретно время и место встречи.
 
Стоимость: Free Donation (добровольная)
Возможное время проведения: Вторник, Среда, Пятница - 10:00, 16:00. Воскресенье 18:00
Формат: Очно или Онлайн
 
Организатор и ведущий проекта: Константин Горецкий,
 
Коуч, Психолог, Бизнес-Тренер, Арт-Терапевт.
Garetski.com   +375 29 107-18-37 (A1, viber, telegram)
 
Миссия проекта: Помощь в раскрытии потенциала, развитии, проявлении и становлении живой, настоящей, свободно созидающей Личности = зрелой, осознанной, ответственной, счастливой, богатой, реализованной! Формирование общества Живых, Настоящих людей в Духе, Силе и Призвании!
 
p.s.
Данное предложение вы также можете преподнести в подарок тому человеку, которого вы очень цените и действительно желаете о нём искренне позаботиться.
Ссылка на подарочный сертификат = https://bit.ly/3mcFvRB + все самые нужные слова уже написаны на самом сертификате.
До встречи!
 
 Читать описание",Тренинговый дом Garetski,2022-06-22T18:00:00+03:00,"1,00 р.",
0,Тренинг «Порядок в Жизни»,https://abws.bycard.by/uploads/events/thumbs/300x430/4JlzRrw9G.jpg,"11 мая - 29 мая, 60 мин., Психология, Тренинговый дом Garetski, 1.00р., 18+, ","Тренинг «Порядок в Жизни».
Персональный тренинг, в котором я с удовольствием помогу вам навести системный порядок в своей жизни. Разобраться со всеми процессами которые есть в жизни сейчас, осознать почему Так как есть сейчас и выработать стратегический план продвижения от Сейчас к вашей спокойной и качественной жизни.
Помогу вам избавиться от различных тревожностей, неврозов, панических атак, всд, окр, фобий, апатичных состояний, избегающего поведения, отсутствия мотивации, переучиться от созависимых стратегий поведения и выйти из зависимых взаимоотношений. Помогу стать зрелой, осознанной, мудрой, взрослой личностью!
Разобраться здраво со сферой финансов, самомотивацией и личным администрированием.
Помогу познакомиться с собой настоящим, принять себя и полюбить, обучу навыкам и принципам построения гармоничных отношений, основанных на взаимной любви.
 
Данное мероприятие проводится персонально для вас после регистрации тут = https://garetski.com/sessiya/#b2627
После Вашей регистрации я свяжусь с Вами по указанным контактам и оговорю конкретно время и место встречи.
 
Стоимость: Free Donation (добровольная)
Возможное время проведения: Вторник, Среда, Пятница - 10:00, 16:00. Воскресенье 18:00
Формат: Очно или Онлайн
 
Организатор и ведущий проекта: Константин Горецкий,
 
Коуч, Психолог, Бизнес-Тренер, Арт-Терапевт.
Garetski.com   +375 29 107-18-37 (A1, viber, telegram)
 
Миссия проекта: Помощь в раскрытии потенциала, развитии, проявлении и становлении живой, настоящей, свободно созидающей Личности = зрелой, осознанной, ответственной, счастливой, богатой, реализованной! Формирование общества Живых, Настоящих людей в Духе, Силе и Призвании!
 
p.s.
Данное предложение вы также можете преподнести в подарок тому человеку, которого вы очень цените и действительно желаете о нём искренне позаботиться.
Ссылка на подарочный сертификат = https://bit.ly/3mcFvRB + все самые нужные слова уже написаны на самом сертификате.
До встречи!
 
 Читать описание",Тренинговый дом Garetski,2022-06-24T12:00:00+03:00,"1,00 р.",
0,Тренинг «Порядок в Жизни»,https://abws.bycard.by/uploads/events/thumbs/300x430/4JlzRrw9G.jpg,"11 мая - 29 мая, 60 мин., Психология, Тренинговый дом Garetski, 1.00р., 18+, ","Тренинг «Порядок в Жизни».
Персональный тренинг, в котором я с удовольствием помогу вам навести системный порядок в своей жизни. Разобраться со всеми процессами которые есть в жизни сейчас, осознать почему Так как есть сейчас и выработать стратегический план продвижения от Сейчас к вашей спокойной и качественной жизни.
Помогу вам избавиться от различных тревожностей, неврозов, панических атак, всд, окр, фобий, апатичных состояний, избегающего поведения, отсутствия мотивации, переучиться от созависимых стратегий поведения и выйти из зависимых взаимоотношений. Помогу стать зрелой, осознанной, мудрой, взрослой личностью!
Разобраться здраво со сферой финансов, самомотивацией и личным администрированием.
Помогу познакомиться с собой настоящим, принять себя и полюбить, обучу навыкам и принципам построения гармоничных отношений, основанных на взаимной любви.
 
Данное мероприятие проводится персонально для вас после регистрации тут = https://garetski.com/sessiya/#b2627
После Вашей регистрации я свяжусь с Вами по указанным контактам и оговорю конкретно время и место встречи.
 
Стоимость: Free Donation (добровольная)
Возможное время проведения: Вторник, Среда, Пятница - 10:00, 16:00. Воскресенье 18:00
Формат: Очно или Онлайн
 
Организатор и ведущий проекта: Константин Горецкий,
 
Коуч, Психолог, Бизнес-Тренер, Арт-Терапевт.
Garetski.com   +375 29 107-18-37 (A1, viber, telegram)
 
Миссия проекта: Помощь в раскрытии потенциала, развитии, проявлении и становлении живой, настоящей, свободно созидающей Личности = зрелой, осознанной, ответственной, счастливой, богатой, реализованной! Формирование общества Живых, Настоящих людей в Духе, Силе и Призвании!
 
p.s.
Данное предложение вы также можете преподнести в подарок тому человеку, которого вы очень цените и действительно желаете о нём искренне позаботиться.
Ссылка на подарочный сертификат = https://bit.ly/3mcFvRB + все самые нужные слова уже написаны на самом сертификате.
До встречи!
 
 Читать описание",Тренинговый дом Garetski,2022-06-25T12:00:00+03:00,"1,00 р.",
0,Тренинг «Порядок в Жизни»,https://abws.bycard.by/uploads/events/thumbs/300x430/4JlzRrw9G.jpg,"11 мая - 29 мая, 60 мин., Психология, Тренинговый дом Garetski, 1.00р., 18+, ","Тренинг «Порядок в Жизни».
Персональный тренинг, в котором я с удовольствием помогу вам навести системный порядок в своей жизни. Разобраться со всеми процессами которые есть в жизни сейчас, осознать почему Так как есть сейчас и выработать стратегический план продвижения от Сейчас к вашей спокойной и качественной жизни.
Помогу вам избавиться от различных тревожностей, неврозов, панических атак, всд, окр, фобий, апатичных состояний, избегающего поведения, отсутствия мотивации, переучиться от созависимых стратегий поведения и выйти из зависимых взаимоотношений. Помогу стать зрелой, осознанной, мудрой, взрослой личностью!
Разобраться здраво со сферой финансов, самомотивацией и личным администрированием.
Помогу познакомиться с собой настоящим, принять себя и полюбить, обучу навыкам и принципам построения гармоничных отношений, основанных на взаимной любви.
 
Данное мероприятие проводится персонально для вас после регистрации тут = https://garetski.com/sessiya/#b2627
После Вашей регистрации я свяжусь с Вами по указанным контактам и оговорю конкретно время и место встречи.
 
Стоимость: Free Donation (добровольная)
Возможное время проведения: Вторник, Среда, Пятница - 10:00, 16:00. Воскресенье 18:00
Формат: Очно или Онлайн
 
Организатор и ведущий проекта: Константин Горецкий,
 
Коуч, Психолог, Бизнес-Тренер, Арт-Терапевт.
Garetski.com   +375 29 107-18-37 (A1, viber, telegram)
 
Миссия проекта: Помощь в раскрытии потенциала, развитии, проявлении и становлении живой, настоящей, свободно созидающей Личности = зрелой, осознанной, ответственной, счастливой, богатой, реализованной! Формирование общества Живых, Настоящих людей в Духе, Силе и Призвании!
 
p.s.
Данное предложение вы также можете преподнести в подарок тому человеку, которого вы очень цените и действительно желаете о нём искренне позаботиться.
Ссылка на подарочный сертификат = https://bit.ly/3mcFvRB + все самые нужные слова уже написаны на самом сертификате.
До встречи!
 
 Читать описание",Тренинговый дом Garetski,2022-06-27T12:00:00+03:00,"1,00 р.",
1,Тренинг «Порядок в Жизни»,https://abws.bycard.by/uploads/events/thumbs/300x430/4JlzRrw9G.jpg,"11 мая - 29 мая, 60 мин., Психология, Тренинговый дом Garetski, 1.00р., 18+, ","Тренинг «Порядок в Жизни».
Персональный тренинг, в котором я с удовольствием помогу вам навести системный порядок в своей жизни. Разобраться со всеми процессами которые есть в жизни сейчас, осознать почему Так как есть сейчас и выработать стратегический план продвижения от Сейчас к вашей спокойной и качественной жизни.
Помогу вам избавиться от различных тревожностей, неврозов, панических атак, всд, окр, фобий, апатичных состояний, избегающего поведения, отсутствия мотивации, переучиться от созависимых стратегий поведения и выйти из зависимых взаимоотношений. Помогу стать зрелой, осознанной, мудрой, взрослой личностью!
Разобраться здраво со сферой финансов, самомотивацией и личным администрированием.
Помогу познакомиться с собой настоящим, принять себя и полюбить, обучу навыкам и принципам построения гармоничных отношений, основанных на взаимной любви.
 
Данное мероприятие проводится персонально для вас после регистрации тут = https://garetski.com/sessiya/#b2627
После Вашей регистрации я свяжусь с Вами по указанным контактам и оговорю конкретно время и место встречи.
 
Стоимость: Free Donation (добровольная)
Возможное время проведения: Вторник, Среда, Пятница - 10:00, 16:00. Воскресенье 18:00
Формат: Очно или Онлайн
 
Организатор и ведущий проекта: Константин Горецкий,
 
Коуч, Психолог, Бизнес-Тренер, Арт-Терапевт.
Garetski.com   +375 29 107-18-37 (A1, viber, telegram)
 
Миссия проекта: Помощь в раскрытии потенциала, развитии, проявлении и становлении живой, настоящей, свободно созидающей Личности = зрелой, осознанной, ответственной, счастливой, богатой, реализованной! Формирование общества Живых, Настоящих людей в Духе, Силе и Призвании!
 
p.s.
Данное предложение вы также можете преподнести в подарок тому человеку, которого вы очень цените и действительно желаете о нём искренне позаботиться.
Ссылка на подарочный сертификат = https://bit.ly/3mcFvRB + все самые нужные слова уже написаны на самом сертификате.
До встречи!
 
 Читать описание",Тренинговый дом Garetski,2022-06-27T12:00:00+03:00,"1,00 р.",
0,Тренинг «Порядок в Жизни»,https://abws.bycard.by/uploads/events/thumbs/300x430/4JlzRrw9G.jpg,"11 мая - 29 мая, 60 мин., Психология, Тренинговый дом Garetski, 1.00р., 18+, ","Тренинг «Порядок в Жизни».
Персональный тренинг, в котором я с удовольствием помогу вам навести системный порядок в своей жизни. Разобраться со всеми процессами которые есть в жизни сейчас, осознать почему Так как есть сейчас и выработать стратегический план продвижения от Сейчас к вашей спокойной и качественной жизни.
Помогу вам избавиться от различных тревожностей, неврозов, панических атак, всд, окр, фобий, апатичных состояний, избегающего поведения, отсутствия мотивации, переучиться от созависимых стратегий поведения и выйти из зависимых взаимоотношений. Помогу стать зрелой, осознанной, мудрой, взрослой личностью!
Разобраться здраво со сферой финансов, самомотивацией и личным администрированием.
Помогу познакомиться с собой настоящим, принять себя и полюбить, обучу навыкам и принципам построения гармоничных отношений, основанных на взаимной любви.
 
Данное мероприятие проводится персонально для вас после регистрации тут = https://garetski.com/sessiya/#b2627
После Вашей регистрации я свяжусь с Вами по указанным контактам и оговорю конкретно время и место встречи.
 
Стоимость: Free Donation (добровольная)
Возможное время проведения: Вторник, Среда, Пятница - 10:00, 16:00. Воскресенье 18:00
Формат: Очно или Онлайн
 
Организатор и ведущий проекта: Константин Горецкий,
 
Коуч, Психолог, Бизнес-Тренер, Арт-Терапевт.
Garetski.com   +375 29 107-18-37 (A1, viber, telegram)
 
Миссия проекта: Помощь в раскрытии потенциала, развитии, проявлении и становлении живой, настоящей, свободно созидающей Личности = зрелой, осознанной, ответственной, счастливой, богатой, реализованной! Формирование общества Живых, Настоящих людей в Духе, Силе и Призвании!
 
p.s.
Данное предложение вы также можете преподнести в подарок тому человеку, которого вы очень цените и действительно желаете о нём искренне позаботиться.
Ссылка на подарочный сертификат = https://bit.ly/3mcFvRB + все самые нужные слова уже написаны на самом сертификате.
До встречи!
 
 Читать описание",Тренинговый дом Garetski,2022-06-29T18:00:00+03:00,"1,00 р.",
0,Фототрениг «Я НАСТОЯЩИЙ !»,https://abws.bycard.by/uploads/events/thumbs/300x430/7UY4BFWxe.jpg,"11 мая - 28 мая, 180 мин., Психология, Тренинговый дом Garetski, 160.00р., 16+, "," 
Основная задача ФОТОТРЕНИНГА «Я НАСТОЯЩИЙ» проявить тот Свет, который есть внутри каждого из нас. Показать какой каждый человек Живой, Красивый, Сильный, Светлый, Настоящий! Фототренинг поможет вам научиться Любить Себя, принимать себя, ценить себя и во многом изменит в лучшую сторону ваше отношение к себе!
Фототренинг также во многом о выражении наружу того невероятного внутреннего потенциала, который точно есть внутри каждого из нас! 
 
Данное мероприятие проводится персонально для вас после регистрации тут = https://garetski.com/supernova/#b4675
Время проведения: Среда, Пятница, Суббота с 11:00
 
Как проходит ФОТОТРЕНИНГ:
1. Вы записываетесь в форме регистрации, после я связываюсь с вами по указанным контактам и оговариваю день, время и формат проведения. (фототренинг доступен в 2х форматах – в виде портретной сессии в фотостудии или в виде живописной прогулки)
2. Мы встречаемся и проясняем Ваш запрос – к какой цели вы хотите прийти благодаря такому проекту!?
3. На такую фото-психологическую работу нам понадобится примерно 3-4 часа времени включая фотосъёмку. т.к. по началу, каждый раз, когда я буду подымаю фотоаппарат, сразу будут видны все психологические процессы и негативные ограничивающие убеждения, которые и препятствуют свободному выражению вашей светлой, уникальной и прекрасной личности! Моя задача будет подвинуть в сторону всё это старое видение о себе для проявления вас живого, светлого и настоящего!
4. В процессе такой работы будут созданы максимально комфортные условия принятия, любви, вдохновения и восхищения вашей прекрасной личностью, причём абсолютно искренне!  Для вас такая встреча будет огромным ресурсом, что самому захочется открываться навстречу даже если вы считаете себя очень зажатым человеком и у вас никогда не было такого фотографического опыта.
5. После нашей встречи я отберу самые лучшие фотографии, где вы действительно. Светитесь изнутри – живая, искренняя, настоящая, открытая и прекрасная личность!
6. По готовности мы встретимся с вами, и я покажу вам графический результат нашей работы. Расскажу, как я вижу вас на этих фото, чтобы помочь вам увидеть себя по-новому!
 
Результаты фототренинга:
Всё вокруг разворачивается для вас самым нужным образом. За это Слава Богу! Происходят внутренние позитивные изменения, видимые во вне. Вы наполнены Радостью и имеете внутренний ресурс. Вы больше любите и принимаете себя, из-за чего гораздо более уверенно презентуете себя в жизни, в своих проектах, перед камерой, в социуме.
 
+ у Вас есть наборщик Ваших классных портретов, где вы Живая, Яркая, Искренняя, Настоящая, Прекрасная Личность! И Вы точно будете знать, как снова войти в это состояние. Даже если вдруг, в какой-то момент жизни, вы себя немножечко загрызёте, вы всегда сможете вернуться в ресурс взглянув на эти прекрасные портреты т.к. вы уже точно знаете какой вы НАСТОЯЩИЙ!
 
Автор и ведущий проекта: Константин Горецкий,
Коуч-Тренер, Психолог, Консультант, Арт-Терапевт.
Garetski.com   +375 29 107-18-37 (A1, viber, telegram) 
 
Этот уникальный авторский проект моя большая любовь, моё увлечение и соединение моих любимых талантов. 8 лет я работал профессиональным фотографом, видел, проявлял и подчёркивал прекрасное в людях! После пошёл в психологию, чтобы иметь ещё больше возможностей и инструментов для проявления наружу Живых, Настоящих, Светлых, Прекрасных людей! И теперь с радостью всё это предлагаю вам!
 Читать описание",Тренинговый дом Garetski,2022-06-12T12:00:00+03:00,"160,00 р.",
0,Фототрениг «Я НАСТОЯЩИЙ !»,https://abws.bycard.by/uploads/events/thumbs/300x430/7UY4BFWxe.jpg,"11 мая - 28 мая, 180 мин., Психология, Тренинговый дом Garetski, 160.00р., 16+, "," 
Основная задача ФОТОТРЕНИНГА «Я НАСТОЯЩИЙ» проявить тот Свет, который есть внутри каждого из нас. Показать какой каждый человек Живой, Красивый, Сильный, Светлый, Настоящий! Фототренинг поможет вам научиться Любить Себя, принимать себя, ценить себя и во многом изменит в лучшую сторону ваше отношение к себе!
Фототренинг также во многом о выражении наружу того невероятного внутреннего потенциала, который точно есть внутри каждого из нас! 
 
Данное мероприятие проводится персонально для вас после регистрации тут = https://garetski.com/supernova/#b4675
Время проведения: Среда, Пятница, Суббота с 11:00
 
Как проходит ФОТОТРЕНИНГ:
1. Вы записываетесь в форме регистрации, после я связываюсь с вами по указанным контактам и оговариваю день, время и формат проведения. (фототренинг доступен в 2х форматах – в виде портретной сессии в фотостудии или в виде живописной прогулки)
2. Мы встречаемся и проясняем Ваш запрос – к какой цели вы хотите прийти благодаря такому проекту!?
3. На такую фото-психологическую работу нам понадобится примерно 3-4 часа времени включая фотосъёмку. т.к. по началу, каждый раз, когда я буду подымаю фотоаппарат, сразу будут видны все психологические процессы и негативные ограничивающие убеждения, которые и препятствуют свободному выражению вашей светлой, уникальной и прекрасной личности! Моя задача будет подвинуть в сторону всё это старое видение о себе для проявления вас живого, светлого и настоящего!
4. В процессе такой работы будут созданы максимально комфортные условия принятия, любви, вдохновения и восхищения вашей прекрасной личностью, причём абсолютно искренне!  Для вас такая встреча будет огромным ресурсом, что самому захочется открываться навстречу даже если вы считаете себя очень зажатым человеком и у вас никогда не было такого фотографического опыта.
5. После нашей встречи я отберу самые лучшие фотографии, где вы действительно. Светитесь изнутри – живая, искренняя, настоящая, открытая и прекрасная личность!
6. По готовности мы встретимся с вами, и я покажу вам графический результат нашей работы. Расскажу, как я вижу вас на этих фото, чтобы помочь вам увидеть себя по-новому!
 
Результаты фототренинга:
Всё вокруг разворачивается для вас самым нужным образом. За это Слава Богу! Происходят внутренние позитивные изменения, видимые во вне. Вы наполнены Радостью и имеете внутренний ресурс. Вы больше любите и принимаете себя, из-за чего гораздо более уверенно презентуете себя в жизни, в своих проектах, перед камерой, в социуме.
 
+ у Вас есть наборщик Ваших классных портретов, где вы Живая, Яркая, Искренняя, Настоящая, Прекрасная Личность! И Вы точно будете знать, как снова войти в это состояние. Даже если вдруг, в какой-то момент жизни, вы себя немножечко загрызёте, вы всегда сможете вернуться в ресурс взглянув на эти прекрасные портреты т.к. вы уже точно знаете какой вы НАСТОЯЩИЙ!
 
Автор и ведущий проекта: Константин Горецкий,
Коуч-Тренер, Психолог, Консультант, Арт-Терапевт.
Garetski.com   +375 29 107-18-37 (A1, viber, telegram) 
 
Этот уникальный авторский проект моя большая любовь, моё увлечение и соединение моих любимых талантов. 8 лет я работал профессиональным фотографом, видел, проявлял и подчёркивал прекрасное в людях! После пошёл в психологию, чтобы иметь ещё больше возможностей и инструментов для проявления наружу Живых, Настоящих, Светлых, Прекрасных людей! И теперь с радостью всё это предлагаю вам!
 Читать описание",Тренинговый дом Garetski,2022-06-14T12:00:00+03:00,"160,00 р.",
0,Фототрениг «Я НАСТОЯЩИЙ !»,https://abws.bycard.by/uploads/events/thumbs/300x430/7UY4BFWxe.jpg,"11 мая - 28 мая, 180 мин., Психология, Тренинговый дом Garetski, 160.00р., 16+, "," 
Основная задача ФОТОТРЕНИНГА «Я НАСТОЯЩИЙ» проявить тот Свет, который есть внутри каждого из нас. Показать какой каждый человек Живой, Красивый, Сильный, Светлый, Настоящий! Фототренинг поможет вам научиться Любить Себя, принимать себя, ценить себя и во многом изменит в лучшую сторону ваше отношение к себе!
Фототренинг также во многом о выражении наружу того невероятного внутреннего потенциала, который точно есть внутри каждого из нас! 
 
Данное мероприятие проводится персонально для вас после регистрации тут = https://garetski.com/supernova/#b4675
Время проведения: Среда, Пятница, Суббота с 11:00
 
Как проходит ФОТОТРЕНИНГ:
1. Вы записываетесь в форме регистрации, после я связываюсь с вами по указанным контактам и оговариваю день, время и формат проведения. (фототренинг доступен в 2х форматах – в виде портретной сессии в фотостудии или в виде живописной прогулки)
2. Мы встречаемся и проясняем Ваш запрос – к какой цели вы хотите прийти благодаря такому проекту!?
3. На такую фото-психологическую работу нам понадобится примерно 3-4 часа времени включая фотосъёмку. т.к. по началу, каждый раз, когда я буду подымаю фотоаппарат, сразу будут видны все психологические процессы и негативные ограничивающие убеждения, которые и препятствуют свободному выражению вашей светлой, уникальной и прекрасной личности! Моя задача будет подвинуть в сторону всё это старое видение о себе для проявления вас живого, светлого и настоящего!
4. В процессе такой работы будут созданы максимально комфортные условия принятия, любви, вдохновения и восхищения вашей прекрасной личностью, причём абсолютно искренне!  Для вас такая встреча будет огромным ресурсом, что самому захочется открываться навстречу даже если вы считаете себя очень зажатым человеком и у вас никогда не было такого фотографического опыта.
5. После нашей встречи я отберу самые лучшие фотографии, где вы действительно. Светитесь изнутри – живая, искренняя, настоящая, открытая и прекрасная личность!
6. По готовности мы встретимся с вами, и я покажу вам графический результат нашей работы. Расскажу, как я вижу вас на этих фото, чтобы помочь вам увидеть себя по-новому!
 
Результаты фототренинга:
Всё вокруг разворачивается для вас самым нужным образом. За это Слава Богу! Происходят внутренние позитивные изменения, видимые во вне. Вы наполнены Радостью и имеете внутренний ресурс. Вы больше любите и принимаете себя, из-за чего гораздо более уверенно презентуете себя в жизни, в своих проектах, перед камерой, в социуме.
 
+ у Вас есть наборщик Ваших классных портретов, где вы Живая, Яркая, Искренняя, Настоящая, Прекрасная Личность! И Вы точно будете знать, как снова войти в это состояние. Даже если вдруг, в какой-то момент жизни, вы себя немножечко загрызёте, вы всегда сможете вернуться в ресурс взглянув на эти прекрасные портреты т.к. вы уже точно знаете какой вы НАСТОЯЩИЙ!
 
Автор и ведущий проекта: Константин Горецкий,
Коуч-Тренер, Психолог, Консультант, Арт-Терапевт.
Garetski.com   +375 29 107-18-37 (A1, viber, telegram) 
 
Этот уникальный авторский проект моя большая любовь, моё увлечение и соединение моих любимых талантов. 8 лет я работал профессиональным фотографом, видел, проявлял и подчёркивал прекрасное в людях! После пошёл в психологию, чтобы иметь ещё больше возможностей и инструментов для проявления наружу Живых, Настоящих, Светлых, Прекрасных людей! И теперь с радостью всё это предлагаю вам!
 Читать описание",Тренинговый дом Garetski,2022-06-18T12:00:00+03:00,"160,00 р.",
0,Фототрениг «Я НАСТОЯЩИЙ !»,https://abws.bycard.by/uploads/events/thumbs/300x430/7UY4BFWxe.jpg,"11 мая - 28 мая, 180 мин., Психология, Тренинговый дом Garetski, 160.00р., 16+, "," 
Основная задача ФОТОТРЕНИНГА «Я НАСТОЯЩИЙ» проявить тот Свет, который есть внутри каждого из нас. Показать какой каждый человек Живой, Красивый, Сильный, Светлый, Настоящий! Фототренинг поможет вам научиться Любить Себя, принимать себя, ценить себя и во многом изменит в лучшую сторону ваше отношение к себе!
Фототренинг также во многом о выражении наружу того невероятного внутреннего потенциала, который точно есть внутри каждого из нас! 
 
Данное мероприятие проводится персонально для вас после регистрации тут = https://garetski.com/supernova/#b4675
Время проведения: Среда, Пятница, Суббота с 11:00
 
Как проходит ФОТОТРЕНИНГ:
1. Вы записываетесь в форме регистрации, после я связываюсь с вами по указанным контактам и оговариваю день, время и формат проведения. (фототренинг доступен в 2х форматах – в виде портретной сессии в фотостудии или в виде живописной прогулки)
2. Мы встречаемся и проясняем Ваш запрос – к какой цели вы хотите прийти благодаря такому проекту!?
3. На такую фото-психологическую работу нам понадобится примерно 3-4 часа времени включая фотосъёмку. т.к. по началу, каждый раз, когда я буду подымаю фотоаппарат, сразу будут видны все психологические процессы и негативные ограничивающие убеждения, которые и препятствуют свободному выражению вашей светлой, уникальной и прекрасной личности! Моя задача будет подвинуть в сторону всё это старое видение о себе для проявления вас живого, светлого и настоящего!
4. В процессе такой работы будут созданы максимально комфортные условия принятия, любви, вдохновения и восхищения вашей прекрасной личностью, причём абсолютно искренне!  Для вас такая встреча будет огромным ресурсом, что самому захочется открываться навстречу даже если вы считаете себя очень зажатым человеком и у вас никогда не было такого фотографического опыта.
5. После нашей встречи я отберу самые лучшие фотографии, где вы действительно. Светитесь изнутри – живая, искренняя, настоящая, открытая и прекрасная личность!
6. По готовности мы встретимся с вами, и я покажу вам графический результат нашей работы. Расскажу, как я вижу вас на этих фото, чтобы помочь вам увидеть себя по-новому!
 
Результаты фототренинга:
Всё вокруг разворачивается для вас самым нужным образом. За это Слава Богу! Происходят внутренние позитивные изменения, видимые во вне. Вы наполнены Радостью и имеете внутренний ресурс. Вы больше любите и принимаете себя, из-за чего гораздо более уверенно презентуете себя в жизни, в своих проектах, перед камерой, в социуме.
 
+ у Вас есть наборщик Ваших классных портретов, где вы Живая, Яркая, Искренняя, Настоящая, Прекрасная Личность! И Вы точно будете знать, как снова войти в это состояние. Даже если вдруг, в какой-то момент жизни, вы себя немножечко загрызёте, вы всегда сможете вернуться в ресурс взглянув на эти прекрасные портреты т.к. вы уже точно знаете какой вы НАСТОЯЩИЙ!
 
Автор и ведущий проекта: Константин Горецкий,
Коуч-Тренер, Психолог, Консультант, Арт-Терапевт.
Garetski.com   +375 29 107-18-37 (A1, viber, telegram) 
 
Этот уникальный авторский проект моя большая любовь, моё увлечение и соединение моих любимых талантов. 8 лет я работал профессиональным фотографом, видел, проявлял и подчёркивал прекрасное в людях! После пошёл в психологию, чтобы иметь ещё больше возможностей и инструментов для проявления наружу Живых, Настоящих, Светлых, Прекрасных людей! И теперь с радостью всё это предлагаю вам!
 Читать описание",Тренинговый дом Garetski,2022-06-19T12:00:00+03:00,"160,00 р.",
